segment_id,system_type,corridor_name,district,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
PIPE-2237,Water,Amity Rd,Southwest,PVC,6,1856,3.4,2022,4,92,0,0.6,,Low,259302,2024-05-12,Visual,43.550155,-116.272614
PIPE-2238,Water,Five Mile Rd,Southwest,PVC,10,707,4.6,1981,45,87,2,0.6,,Low,187990,2024-05-27,Pressure Test,43.577369,-116.29579
PIPE-2239,Water,Main St,Downtown,Cast Iron,4,1313,4.6,1925,101,5,5,0.78,,Low,93548,2023-03-13,Visual,43.612217,-116.204435
PIPE-2240,Pressurized Irrigation,Cloverdale Rd,West Boise,PVC C900,12,860,2.9,2006,20,92,0,0.5,72.9,High,90090,2025-01-31,Flow Monitoring,43.6,-116.335629
PIPE-2241,Sewer,9th St,Downtown,Orangeburg,24,998,11.4,1963,63,33,6,0.78,49.6,Low,625074,2024-07-22,Flow Monitoring,43.626,-116.199553
PIPE-2242,Stormwater,Myrtle St,Downtown,Concrete,36,968,10.1,1928,98,41,0,0.78,67.3,Low,137976,2025-11-28,CCTV,43.609844,-116.180412
PIPE-2243,Stormwater,Ustick Rd,West Boise,Concrete,24,282,12.5,2003,23,89,0,0.5,37.6,Medium,52815,2023-12-12,Visual,43.631543,-116.262959
PIPE-2244,Water,Maple Grove Rd,Southwest,Cast Iron,24,652,5.3,1955,71,6,9,0.6,,Medium,173879,2024-04-06,Visual,43.6,-116.273712
PIPE-2245,Sewer,Ten Mile Rd,West Boise,PVC,10,296,7.0,2014,12,82,0,0.5,35.2,Critical,131654,2023-12-21,Manhole Inspection,43.630004,-116.317736
PIPE-2246,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,10,1150,2.8,1995,31,94,0,0.5,15.5,Low,98817,2025-01-14,Pressure Test,43.616447,-116.309515
PIPE-2247,Sewer,Cloverdale Rd,West Boise,Ductile Iron,21,287,20.9,1998,28,66,0,0.5,15.5,Medium,169165,2023-04-12,Smoke Test,43.611262,-116.333552
PIPE-2248,Pressurized Irrigation,Eisenman Rd,Southeast,HDPE,6,833,3.6,2020,6,91,0,0.55,57.7,Medium,44927,2024-05-13,Visual,43.573437,-116.168968
PIPE-2249,Sewer,Chinden Blvd,West Boise,PVC,48,1887,19.0,1992,34,84,1,0.5,75.7,High,507542,2025-07-17,Smoke Test,43.655,-116.327797
PIPE-2250,Water,Orchard St,Southwest,Cast Iron,16,2055,4.5,1957,69,28,3,0.6,,Medium,751258,2023-08-18,Acoustic Leak Detection,43.562948,-116.234306
PIPE-2251,Water,Boise Ave,East Bench,Cast Iron,4,2004,5.7,1962,64,34,7,0.45,,Medium,186174,2024-06-04,Pressure Test,43.597067,-116.153194
PIPE-2252,Sewer,Myrtle St,Downtown,Vitrified Clay,12,1607,24.3,1933,93,13,9,0.78,65.3,Low,760861,2024-07-16,Manhole Inspection,43.60957,-116.193066
PIPE-2253,Sewer,Eisenman Rd,Southeast,PVC,6,1768,12.3,1986,40,81,1,0.55,54.6,Low,582971,2024-10-17,Flow Monitoring,43.561853,-116.170992
PIPE-2254,Water,Orchard St,Southwest,Asbestos Cement,36,1570,3.7,1971,55,51,4,0.6,,High,804593,2023-02-28,Ultrasonic,43.56243,-116.229989
PIPE-2255,Sewer,Ten Mile Rd,West Boise,Ductile Iron,8,1008,10.5,1995,31,77,0,0.5,53.0,High,374164,2025-02-16,Smoke Test,43.650033,-116.316499
PIPE-2256,Pressurized Irrigation,Ten Mile Rd,West Boise,HDPE,8,2041,3.8,2018,8,100,0,0.5,38.2,Medium,193431,2025-09-04,Flow Monitoring,43.6,-116.314941
PIPE-2257,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,8,2468,4.5,2007,19,67,0,0.5,53.7,High,308085,2025-11-03,Pressure Test,43.616996,-116.261615
PIPE-2258,Sewer,Boise Ave,East Bench,PVC,30,248,5.8,1987,39,88,0,0.45,65.6,High,147023,2025-04-16,CCTV,43.598978,-116.159649
PIPE-2259,Water,Shaw Mountain Rd,East Bench,PVC,10,1597,6.3,1979,47,75,0,0.45,,High,377375,2023-08-06,Pressure Test,43.623288,-116.154271
PIPE-2260,Sewer,Gowen Rd,Southeast,PVC,10,507,13.6,1986,40,92,1,0.55,40.1,Low,144064,2022-09-30,Smoke Test,43.540965,-116.121519
PIPE-2261,Sewer,Milwaukee St,Southeast,Vitrified Clay,6,2072,16.2,1965,61,44,3,0.55,81.8,Critical,388082,2025-02-01,CCTV,43.59046,-116.2
PIPE-2262,Water,Bogus Basin Rd,North End,Cast Iron,6,1263,6.9,1939,87,5,3,0.72,,Medium,295094,2025-05-19,Visual,43.674803,-116.200222
PIPE-2263,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,12,1614,3.2,2002,24,85,0,0.55,80.6,Medium,133022,2022-10-05,Flow Monitoring,43.545096,-116.173743
PIPE-2264,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,6,720,4.9,2018,8,97,0,0.5,45.8,Medium,83160,2024-09-13,Flow Monitoring,43.618082,-116.333163
PIPE-2265,Sewer,Broadway Ave,Southeast,Concrete,15,1513,18.8,1986,40,61,2,0.55,32.2,Medium,748401,2024-05-10,Smoke Test,43.571527,-116.190289
PIPE-2266,Stormwater,Ustick Rd,West Boise,PVC,60,1645,8.2,2017,9,94,0,0.5,13.6,High,523345,2025-02-15,Dye Test,43.633388,-116.26577
PIPE-2267,Sewer,Eisenman Rd,Southeast,PVC,10,1183,14.4,1995,31,91,0,0.55,50.0,Medium,383879,2024-01-08,Flow Monitoring,43.543145,-116.171584
PIPE-2268,Water,Victory Rd,Southwest,Asbestos Cement,8,749,6.4,1957,69,14,4,0.6,,Low,75854,2022-09-19,Pressure Test,43.572364,-116.31858
PIPE-2269,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,6,1694,3.1,2007,19,85,0,0.5,82.2,Low,91980,2022-12-16,Valve Inspection,43.634002,-116.317794
PIPE-2270,Sewer,Eagle Rd,West Boise,PVC,24,404,19.9,2012,14,82,0,0.5,10.6,Low,66315,2024-04-07,CCTV,43.655,-116.354468
PIPE-2271,Water,Victory Rd,Southwest,Ductile Iron,30,1225,5.2,1969,57,60,3,0.6,,High,378584,2024-11-12,Pressure Test,43.568481,-116.282538
PIPE-2272,Water,Fairview Ave,Downtown,Cast Iron,16,1067,3.5,1933,93,5,10,0.78,,Medium,249477,2024-01-08,Acoustic Leak Detection,43.616549,-116.175
PIPE-2273,Stormwater,Hill Rd,North End,Concrete,60,2352,9.3,1931,95,43,1,0.72,81.6,Medium,551074,2022-12-04,Dye Test,43.662264,-116.23
PIPE-2274,Sewer,Curtis Rd,Southwest,Ductile Iron,15,922,18.3,1987,39,66,0,0.6,70.7,Low,456025,2024-03-05,Flow Monitoring,43.6,-116.224905
PIPE-2275,Sewer,Maple Grove Rd,Southwest,Vitrified Clay,21,1201,7.6,1958,68,7,6,0.6,41.5,Low,346073,2023-04-06,Manhole Inspection,43.589598,-116.277934
PIPE-2276,Water,Gowen Rd,Southeast,HDPE,24,2351,7.0,2013,13,93,0,0.55,,High,613418,2024-04-16,Pressure Test,43.543987,-116.19254
PIPE-2277,Pressurized Irrigation,Cloverdale Rd,West Boise,PVC PR-SDR,4,670,4.9,1997,29,73,0,0.5,70.0,Medium,48056,2025-02-24,Valve Inspection,43.636987,-116.336988
PIPE-2278,Sewer,Cloverdale Rd,West Boise,PVC,30,1752,16.3,1997,29,84,0,0.5,57.9,Critical,362508,2025-03-01,CCTV,43.650667,-116.336882
PIPE-2279,Sewer,Front St,Downtown,Concrete,48,705,8.6,1960,66,53,0,0.78,49.5,High,378397,2024-01-06,CCTV,43.603139,-116.22
PIPE-2280,Sewer,Eastman St,North End,Concrete,6,1828,24.8,1962,64,44,0,0.72,46.1,Medium,308887,2024-11-22,Manhole Inspection,43.640672,-116.192403
PIPE-2281,Water,Broadway Ave,Downtown,Cast Iron,24,1400,5.4,1966,60,43,6,0.78,,Medium,470616,2025-04-11,Ultrasonic,43.626,-116.186676
PIPE-2282,Water,9th St,Downtown,Asbestos Cement,24,836,5.6,1962,64,13,1,0.78,,High,163101,2023-03-17,Ultrasonic,43.626,-116.201616
PIPE-2283,Water,Victory Rd,Southeast,Ductile Iron,12,732,4.3,1968,58,45,1,0.55,,High,72315,2025-11-30,Ultrasonic,43.569328,-116.168362
PIPE-2284,Sewer,Maple Grove Rd,Southwest,Orangeburg,42,946,6.7,1959,67,27,4,0.6,78.5,Medium,785369,2023-08-11,Flow Monitoring,43.6,-116.278821
PIPE-2285,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,10,820,2.9,2001,25,87,0,0.5,69.1,High,86489,2025-08-21,Visual,43.638492,-116.313612
PIPE-2286,Water,Fairview Ave,Downtown,Cast Iron,10,1784,5.3,1947,79,5,10,0.78,,Low,335865,2023-04-06,Acoustic Leak Detection,43.618581,-116.175
PIPE-2287,Stormwater,Bannock St,Downtown,Concrete,18,2340,7.6,1956,70,45,2,0.78,94.3,Medium,658620,2024-06-17,Visual,43.614131,-116.187803
PIPE-2288,Water,Eagle Rd,West Boise,PVC,10,639,6.4,2010,16,86,0,0.5,,Critical,89516,2024-01-13,Ultrasonic,43.646675,-116.354631
PIPE-2289,Sewer,Milwaukee St,Southeast,Concrete,6,452,23.5,1968,58,67,2,0.55,33.8,Low,94711,2025-08-11,Manhole Inspection,43.577156,-116.2
PIPE-2290,Water,Overland Rd,Southwest,Asbestos Cement,6,1037,6.5,1961,65,21,6,0.6,,Medium,177409,2025-01-09,Ultrasonic,43.589445,-116.280884
PIPE-2291,Water,Chinden Blvd,West Boise,Ductile Iron,36,1498,4.8,1995,31,64,1,0.5,,Medium,565667,2023-10-08,Acoustic Leak Detection,43.653484,-116.30647
PIPE-2292,Stormwater,Eisenman Rd,Southeast,Concrete,60,949,9.9,2003,23,85,1,0.55,39.4,High,570358,2023-04-13,Flow Monitoring,43.587916,-116.167355
PIPE-2293,Water,Gowen Rd,Southeast,PVC,8,463,6.4,1986,40,78,0,0.55,,High,108852,2023-10-28,Acoustic Leak Detection,43.541498,-116.137372
PIPE-2294,Water,Franklin Rd,West Boise,PVC,16,1894,5.7,2022,4,87,0,0.5,,Medium,258557,2022-10-20,Ultrasonic,43.608517,-116.292166
PIPE-2295,Water,Eagle Rd,West Boise,Ductile Iron,20,998,6.1,1986,40,54,0,0.5,,Medium,409203,2022-12-19,Ultrasonic,43.6,-116.352999
PIPE-2296,Sewer,8th St,Downtown,Concrete,48,994,11.0,1948,78,60,0,0.78,68.2,Medium,910116,2024-02-14,CCTV,43.60106,-116.194567
PIPE-2297,Sewer,Five Mile Rd,Southwest,Vitrified Clay,30,1205,25.0,1964,62,31,3,0.6,61.6,High,591100,2024-03-07,Manhole Inspection,43.543217,-116.297941
PIPE-2298,Water,Capitol Blvd,Downtown,Cast Iron,30,655,3.0,1946,80,5,6,0.78,,Critical,266011,2023-02-13,Ultrasonic,43.623041,-116.20208
PIPE-2299,Sewer,Myrtle St,Downtown,Vitrified Clay,12,2029,13.5,1962,64,25,3,0.78,71.9,High,518338,2023-06-07,Flow Monitoring,43.607188,-116.178244
PIPE-2300,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,12,1872,4.5,2016,10,90,0,0.5,71.3,High,178251,2025-07-03,Flow Monitoring,43.635844,-116.324109
PIPE-2301,Sewer,Main St,Downtown,Vitrified Clay,12,2186,9.9,1936,90,5,7,0.78,61.2,Medium,319421,2024-07-03,Flow Monitoring,43.613741,-116.196047
PIPE-2302,Sewer,Jefferson St,Downtown,Vitrified Clay,6,2158,16.9,1951,75,33,5,0.78,99.4,Medium,344174,2024-02-22,CCTV,43.618186,-116.189672
PIPE-2303,Sewer,Ustick Rd,West Boise,PVC,8,1998,12.8,2020,6,100,0,0.5,39.2,Medium,546568,2023-12-24,Manhole Inspection,43.634508,-116.301225
PIPE-2304,Stormwater,Amity Rd,Southwest,PVC,24,663,14.5,1992,34,82,0,0.6,44.5,Medium,128648,2024-01-08,Dye Test,43.554799,-116.266034
PIPE-2305,Water,Eastman St,North End,Cast Iron,24,2179,3.6,1955,71,10,3,0.72,,Medium,592632,2025-06-19,Ultrasonic,43.639666,-116.207913
PIPE-2306,Pressurized Irrigation,McMillan Rd,West Boise,PVC C900,10,2403,4.4,2004,22,99,0,0.5,34.1,Low,161577,2023-06-19,Visual,43.64509,-116.332325
PIPE-2307,Stormwater,Cole Rd,Southwest,Concrete,60,1692,6.3,1975,51,65,3,0.6,90.2,Critical,763622,2025-03-02,Visual,43.554751,-116.257065
PIPE-2308,Pressurized Irrigation,Cloverdale Rd,West Boise,PVC PR-SDR,6,426,3.0,2000,26,80,0,0.5,46.8,Low,49812,2022-11-19,Pressure Test,43.641982,-116.334422
PIPE-2309,Stormwater,Ten Mile Rd,West Boise,Concrete,18,2263,9.3,2010,16,97,0,0.5,40.9,Medium,399031,2023-04-02,Visual,43.6,-116.314776
PIPE-2310,Sewer,Five Mile Rd,Southwest,Ductile Iron,12,394,17.8,1982,44,70,0,0.6,53.3,Medium,100047,2023-02-15,Manhole Inspection,43.582039,-116.295187
PIPE-2311,Water,Shaw Mountain Rd,East Bench,Cast Iron,4,1397,3.2,1955,71,5,5,0.45,,Critical,259744,2025-06-18,Acoustic Leak Detection,43.596098,-116.160448
PIPE-2312,Sewer,Victory Rd,Southeast,Concrete,48,945,14.0,1969,57,49,1,0.55,77.0,High,458036,2023-02-13,CCTV,43.571138,-116.2
PIPE-2313,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,10,1508,2.9,2007,19,99,0,0.55,56.7,Low,193803,2022-10-27,Valve Inspection,43.54,-116.169693
PIPE-2314,Water,Eagle Rd,West Boise,Ductile Iron,30,2251,5.8,1987,39,55,0,0.5,,Critical,618544,2022-12-30,Visual,43.609333,-116.354031
PIPE-2315,Water,McMillan Rd,West Boise,PVC,4,2057,4.4,2008,18,82,0,0.5,,Medium,300407,2022-11-07,Visual,43.644445,-116.2721
PIPE-2316,Water,Victory Rd,Southwest,PVC,4,950,6.7,1983,43,80,0,0.6,,High,208040,2025-06-13,Visual,43.569901,-116.244453
PIPE-2317,Stormwater,Ustick Rd,West Boise,Concrete,48,1188,12.9,1991,35,72,1,0.5,56.6,High,410837,2023-07-16,CCTV,43.630015,-116.269091
PIPE-2318,Stormwater,Victory Rd,Southwest,Concrete,18,1014,7.8,1983,43,62,1,0.6,52.0,Low,152661,2024-02-02,Flow Monitoring,43.570214,-116.285955
PIPE-2319,Water,8th St,Downtown,Cast Iron,16,2010,4.4,1925,101,5,11,0.78,,Medium,681599,2025-10-11,Pressure Test,43.611511,-116.196046
PIPE-2320,Water,Boise Ave,East Bench,Ductile Iron,24,819,4.2,1988,38,68,0,0.45,,High,247413,2023-11-06,Acoustic Leak Detection,43.598267,-116.173246
PIPE-2321,Sewer,Five Mile Rd,Southwest,Ductile Iron,36,1202,7.4,1974,52,58,1,0.6,79.6,Critical,732049,2024-04-29,CCTV,43.544355,-116.295726
PIPE-2322,Water,Cole Rd,West Boise,Ductile Iron,24,1659,6.3,2002,24,70,2,0.5,,Medium,517823,2022-09-21,Acoustic Leak Detection,43.6,-116.258751
PIPE-2323,Water,State St,West Boise,PVC,12,1460,5.6,2009,17,94,0,0.5,,Medium,316347,2022-10-08,Visual,43.637743,-116.293437
PIPE-2324,Stormwater,Overland Rd,Southwest,Corrugated Metal,48,773,11.9,1973,53,17,6,0.6,74.1,Medium,203232,2024-11-21,Flow Monitoring,43.590225,-116.285648
PIPE-2325,Sewer,Warm Springs Ave,East Bench,Orangeburg,36,1866,20.4,1965,61,24,3,0.45,81.9,Medium,1485599,2022-11-02,Flow Monitoring,43.607408,-116.175
PIPE-2326,Sewer,Cole Rd,Southwest,Concrete,18,627,19.8,1965,61,74,1,0.6,58.7,Medium,136358,2025-04-10,Flow Monitoring,43.556127,-116.254875
PIPE-2327,Water,Gowen Rd,Southeast,HDPE,30,620,6.4,2019,7,100,0,0.55,,High,122950,2023-08-18,Ultrasonic,43.541337,-116.196575
PIPE-2328,Sewer,Fairview Ave,Downtown,Vitrified Clay,24,1148,7.2,1948,78,23,2,0.78,100.0,Low,263678,2023-12-07,Flow Monitoring,43.61367,-116.175
PIPE-2329,Water,Chinden Blvd,West Boise,HDPE,12,2200,3.2,2022,4,98,0,0.5,,Medium,247121,2023-02-21,Acoustic Leak Detection,43.651681,-116.34703
PIPE-2330,Sewer,Eisenman Rd,Southeast,PVC,15,906,21.7,1987,39,78,0,0.55,61.2,High,230281,2024-11-18,Flow Monitoring,43.540612,-116.167338
PIPE-2331,Pressurized Irrigation,Ustick Rd,West Boise,PVC C900,8,2248,4.3,2002,24,87,0,0.5,59.0,Low,203895,2024-09-10,Valve Inspection,43.634439,-116.328525
PIPE-2332,Water,Victory Rd,Southwest,Cast Iron,12,2272,3.1,1957,69,6,5,0.6,,Low,332991,2023-04-04,Ultrasonic,43.569911,-116.285714
PIPE-2333,Stormwater,Main St,Downtown,Concrete,30,695,12.6,1956,70,43,1,0.78,91.4,Medium,121649,2025-06-09,Visual,43.613866,-116.219078
PIPE-2334,Stormwater,Harrison Blvd,North End,Concrete,18,561,7.1,1952,74,42,2,0.72,100.0,Medium,156657,2025-02-16,Dye Test,43.626,-116.201465
PIPE-2335,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,8,1846,3.8,1993,33,100,1,0.5,73.3,Medium,77813,2024-10-08,Flow Monitoring,43.645416,-116.309735
PIPE-2336,Water,Front St,Downtown,Cast Iron,36,1067,5.9,1936,90,5,10,0.78,,Medium,269438,2023-07-07,Ultrasonic,43.605932,-116.175
PIPE-2337,Water,Federal Way,East Bench,PVC,36,1575,6.4,1982,44,84,0,0.45,,High,609811,2025-01-27,Pressure Test,43.599469,-116.134521
PIPE-2338,Water,Warm Springs Ave,East Bench,Cast Iron,36,994,5.0,1963,63,12,8,0.45,,Medium,519569,2025-11-23,Pressure Test,43.609724,-116.175
PIPE-2339,Sewer,15th St,North End,Orangeburg,42,1931,8.7,1950,76,5,3,0.72,64.0,High,1410678,2025-11-02,Manhole Inspection,43.676805,-116.207123
PIPE-2340,Sewer,Bogus Basin Rd,North End,Concrete,6,1049,7.0,1944,82,59,3,0.72,49.8,Medium,336532,2022-11-21,CCTV,43.667183,-116.19364
PIPE-2341,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,10,753,4.2,2000,26,81,0,0.6,48.7,High,43413,2024-05-16,Visual,43.553226,-116.245503
PIPE-2342,Water,Amity Rd,Southwest,PVC,30,586,6.2,2015,11,92,0,0.6,,Critical,236360,2023-10-16,Pressure Test,43.552157,-116.295314
PIPE-2343,Stormwater,Bannock St,Downtown,Concrete,42,355,4.7,1943,83,55,5,0.78,98.8,Low,57364,2025-05-02,Visual,43.615703,-116.207168
PIPE-2344,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,4,1202,2.7,2013,13,100,0,0.5,55.5,Medium,86424,2023-09-16,Visual,43.652024,-116.273563
PIPE-2345,Stormwater,State St,West Boise,Corrugated Metal,12,2156,8.0,1989,37,42,2,0.5,25.1,Medium,355622,2025-01-01,CCTV,43.637855,-116.305285
PIPE-2346,Sewer,Federal Way,East Bench,Vitrified Clay,24,1125,24.5,1957,69,23,3,0.45,81.3,Low,163948,2025-10-10,CCTV,43.596826,-116.175
PIPE-2347,Stormwater,Victory Rd,Southeast,Corrugated Metal,18,1829,14.2,1980,46,40,2,0.55,65.2,Low,397377,2022-12-14,Visual,43.571777,-116.19641
PIPE-2348,Stormwater,Myrtle St,Downtown,Concrete,18,2091,10.2,1939,87,49,3,0.78,92.7,Low,462431,2024-06-26,CCTV,43.60537,-116.22
PIPE-2349,Water,9th St,Downtown,Cast Iron,36,1219,6.6,1943,83,5,8,0.78,,High,530541,2023-05-17,Acoustic Leak Detection,43.617053,-116.196296
PIPE-2350,Water,Bannock St,Downtown,Cast Iron,36,911,4.7,1955,71,21,6,0.78,,High,227813,2025-10-29,Pressure Test,43.614419,-116.218432
PIPE-2351,Stormwater,Victory Rd,Southeast,Concrete,24,2410,8.6,1989,37,60,1,0.55,33.5,High,268626,2025-06-26,Visual,43.569957,-116.2
PIPE-2352,Water,Broadway Ave,Southeast,Ductile Iron,4,1358,6.2,1987,39,63,2,0.55,,Low,87690,2024-10-19,Visual,43.543436,-116.189581
PIPE-2353,Sewer,Boise Ave,East Bench,Vitrified Clay,6,1980,6.1,1966,60,31,3,0.45,67.8,Low,341818,2024-08-16,CCTV,43.597998,-116.175
PIPE-2354,Water,Overland Rd,Southeast,Asbestos Cement,12,414,3.8,1961,65,34,3,0.55,,Low,46653,2025-08-30,Pressure Test,43.590425,-116.158725
PIPE-2355,Water,9th St,Downtown,Cast Iron,36,1682,6.6,1963,63,28,5,0.78,,High,491333,2023-08-01,Visual,43.6,-116.201558
PIPE-2356,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,8,556,4.9,2012,14,92,0,0.5,60.4,Low,47948,2023-03-28,Pressure Test,43.642831,-116.315424
PIPE-2357,Water,Bannock St,Downtown,Cast Iron,20,1537,4.2,1950,76,5,9,0.78,,High,379043,2025-06-10,Ultrasonic,43.614455,-116.22
PIPE-2358,Water,Shaw Mountain Rd,East Bench,Cast Iron,8,726,5.5,1967,59,20,4,0.45,,Medium,168010,2022-12-28,Acoustic Leak Detection,43.613534,-116.14045
PIPE-2359,Water,Milwaukee St,Southeast,Ductile Iron,10,604,6.5,1990,36,61,2,0.55,,Low,85751,2024-03-17,Ultrasonic,43.563188,-116.2
PIPE-2360,Water,Victory Rd,Southeast,Ductile Iron,6,1035,4.9,1968,58,47,1,0.55,,Medium,272149,2024-02-21,Acoustic Leak Detection,43.569662,-116.161153
PIPE-2361,Water,Curtis Rd,Southwest,PVC,24,220,3.5,1977,49,85,0,0.6,,High,95262,2025-09-18,Acoustic Leak Detection,43.555364,-116.224955
PIPE-2362,Sewer,8th St,Downtown,Vitrified Clay,24,1073,15.4,1933,93,5,9,0.78,87.5,Medium,693171,2023-07-22,Manhole Inspection,43.615581,-116.194857
PIPE-2363,Sewer,Main St,Downtown,Vitrified Clay,8,461,23.2,1926,100,5,8,0.78,98.4,Low,49858,2025-02-01,Manhole Inspection,43.615994,-116.175
PIPE-2364,Sewer,Idaho St,Downtown,Vitrified Clay,21,1347,24.2,1932,94,5,2,0.78,59.1,Medium,344518,2023-09-14,Flow Monitoring,43.612235,-116.181016
PIPE-2365,Pressurized Irrigation,Amity Rd,Southwest,PVC C900,12,797,3.2,2001,25,80,0,0.6,93.1,High,76698,2024-08-30,Flow Monitoring,43.550762,-116.238813
PIPE-2366,Water,8th St,Downtown,Ductile Iron,16,809,4.7,1965,61,37,1,0.78,,High,142606,2023-06-29,Pressure Test,43.6,-116.194484
PIPE-2367,Sewer,Fairview Ave,West Boise,Ductile Iron,6,1961,7.1,2005,21,79,2,0.5,34.4,Low,757988,2023-07-16,Smoke Test,43.613202,-116.309114
PIPE-2368,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,4,2233,4.6,1996,30,71,1,0.5,39.2,Low,88693,2022-12-19,Visual,43.618466,-116.313913
PIPE-2369,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,4,1521,3.1,2001,25,81,0,0.55,58.9,Low,151749,2023-04-17,Visual,43.543804,-116.120647
PIPE-2370,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,12,2157,3.4,2017,9,94,0,0.5,47.0,Medium,201044,2025-08-25,Flow Monitoring,43.650207,-116.296812
PIPE-2371,Water,Main St,Downtown,Cast Iron,10,2140,3.5,1961,65,13,8,0.78,,Medium,404081,2024-02-01,Pressure Test,43.612111,-116.175
PIPE-2372,Stormwater,Front St,Downtown,Concrete,36,2178,11.8,1963,63,58,1,0.78,83.2,Medium,371031,2024-12-15,Flow Monitoring,43.60853,-116.22
PIPE-2373,Sewer,Idaho St,Downtown,Vitrified Clay,42,588,21.2,1952,74,39,5,0.78,81.9,High,527449,2025-10-10,CCTV,43.611542,-116.214294
PIPE-2374,Water,Milwaukee St,Southeast,Ductile Iron,10,564,5.7,1987,39,57,0,0.55,,High,62387,2025-06-19,Visual,43.585971,-116.2
PIPE-2375,Sewer,Shaw Mountain Rd,East Bench,PVC,24,2241,21.7,1979,47,89,0,0.45,59.0,Low,827672,2024-06-16,CCTV,43.59048,-116.174908
PIPE-2376,Water,Fort St,North End,Cast Iron,8,2234,3.6,1942,84,5,8,0.72,,Medium,615308,2025-01-27,Acoustic Leak Detection,43.638916,-116.205435
PIPE-2377,Sewer,Ustick Rd,West Boise,PVC,10,342,7.2,2001,25,91,0,0.5,30.0,Low,111417,2024-01-28,Smoke Test,43.632636,-116.320923
PIPE-2378,Sewer,Eagle Rd,West Boise,Ductile Iron,12,208,22.0,2006,20,74,1,0.5,26.0,Low,101317,2024-11-24,Flow Monitoring,43.654081,-116.353552
PIPE-2379,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,12,1626,4.5,2007,19,92,0,0.5,45.1,Critical,122386,2025-07-05,Visual,43.615723,-116.317198
PIPE-2380,Sewer,State St,West Boise,Ductile Iron,6,637,20.3,1998,28,79,0,0.5,42.5,Low,172742,2025-05-04,Smoke Test,43.634176,-116.293746
PIPE-2381,Water,Hill Rd,North End,Cast Iron,8,942,3.1,1933,93,5,8,0.72,,Low,264729,2024-03-19,Visual,43.658369,-116.23
PIPE-2382,Water,Fairview Ave,West Boise,PVC,10,2166,4.4,1991,35,89,0,0.5,,Low,502600,2022-10-25,Visual,43.613072,-116.292857
PIPE-2383,Stormwater,I-184 Corridor,Downtown,Concrete,12,2312,7.5,1979,47,68,1,0.78,64.9,Medium,377449,2022-10-14,Visual,43.606039,-116.175
PIPE-2384,Sewer,Curtis Rd,Southwest,Vitrified Clay,12,2019,19.8,1955,71,26,3,0.6,37.0,Medium,370579,2024-12-21,Manhole Inspection,43.591036,-116.219092
PIPE-2385,Stormwater,Maple Grove Rd,Southwest,Concrete,30,327,14.0,1975,51,65,1,0.6,44.2,Low,79852,2022-10-29,CCTV,43.57017,-116.27607
PIPE-2386,Stormwater,Broadway Ave,Downtown,PVC,12,2474,6.9,1987,39,71,0,0.78,35.2,Low,280213,2024-12-28,Flow Monitoring,43.626,-116.187612
PIPE-2387,Pressurized Irrigation,Eagle Rd,West Boise,HDPE,8,1097,4.6,2008,18,95,0,0.5,69.3,Medium,120572,2023-08-03,Valve Inspection,43.62216,-116.351047
PIPE-2388,Stormwater,Bannock St,Downtown,Concrete,24,1154,11.4,1950,76,57,4,0.78,62.1,Medium,194645,2023-03-05,Visual,43.610544,-116.194154
PIPE-2389,Sewer,Franklin Rd,West Boise,PVC,12,1247,6.5,1992,34,92,0,0.5,41.5,High,410131,2022-11-26,Smoke Test,43.608111,-116.311571
PIPE-2390,Sewer,Bannock St,Downtown,Vitrified Clay,15,1719,6.9,1925,101,5,14,0.78,50.9,Low,411143,2024-07-21,Smoke Test,43.613104,-116.22
PIPE-2391,Water,Broadway Ave,Southeast,Ductile Iron,4,1939,5.3,1975,51,55,0,0.55,,High,270912,2023-05-25,Visual,43.595,-116.185993
PIPE-2392,Stormwater,Front St,Downtown,Concrete,36,2152,6.8,1964,62,67,3,0.78,64.1,Low,599821,2023-08-07,Flow Monitoring,43.606292,-116.192085
PIPE-2393,Water,Warm Springs Ave,East Bench,Cast Iron,20,1537,7.0,1945,81,5,1,0.45,,High,527679,2025-08-11,Pressure Test,43.610709,-116.169264
